,0,1,2,3,4,5,6,7,8
547890,1910943111431126438,1654586875638674885,2011-06-06T05:37:00-07:00,"Engolindo os ""SAPOS""","Eu nunca fui de engolir ""sapos"" , sempre falei o que pensava e o que vinha na minha cabeça, pra ser sincera nunca soube peneirar meus pensamentos e no fim ( certa ou não) quem acabava sendo a errada era eu.Dia desses, algo aconteceu e eu parei para pensar no quão errada eu estava, mais na hora , fui orgulhosa demais para reconhecer e por mais que eu achasse que estava certa, eu me igualei a pessoa que foi grossa comigo e la se foi mais uma vez minha razão, bati o pé, me revoltei e fui conversar com minha mãe sobre a situação, eu estava com a razão, queria que ela me defendesse e não foi o que aconteceu, como aquilo me machucou na hora, como doeu. Poxa, minha própria mãe me chamando atenção por outra pessoa ?! , ""que injustiça"" , eu pensei. Ela dizia que eu poderia estar até certa, mais pelo fato de estar batendo de frente me fez estar errada. Eu não aceitei, não poderia aceitar aquela situação...Que raiva daquele momento! Acabei discutindo com ela, e eu dizia ""eu estou certa, ela errada...porque tenho que me calar"", como fui cabeça dura. Minha mãe estava ali , querendo me ajudar e eu cega, ""afogada"" no orgulho besta. Depois, que me acalmei , minha ficha caiu, me senti mal e tudo que queria era pedir desculpas para minha mãe , por não ter dado ouvidos a ela. Ela me disse que tudo bem, mais que na vida, tem horas que é melhor ""Engolir os sapos"" do que engasgar e morrer sufocadas por eles e que muitos outros ""sapos"" cruzariam meu caminho na minha ""brilhante jornada"".As vezes coisas bobas acontecem para nos tirar do Espírito e acabamos sendo injustos com as pessoas ao nosso redor.O meu ""sapo"" foi o orgulho, talvez você tenha um sapo ai dentro de você e não quer deixar ele sair, pare e pense ... Vale a pena continuar sufocada com ele?! Vamos vigiar nossas atitudes e fazer diferente...Espero que a partir dessa experiência, eu possa ter ajudado vocês de alguma forma.Na fé !! ",12101388698723287901,Gaby Cunha,2,
548001,6376050031049040680,1654767566627238870,2011-06-13T23:30:00-07:00,Amor de infância...,"  Era um amor tão puro. Amor de infância mesmo. Amor daqueles que se percebe no olhar sabe? Certo dia eu estava lembrando dos pequenos surtos que eu tinha enquanto estávamos quietinhos, e com algum movimento que ele fazia, meu coração reagia feliz. Nessa hora eu sempre dava um abraço forte e dizia ""eu te amo!"" (ele até cansava de ouvir).  O maior admirador do meu olhar tinha mesmo que ser o responsável por deixá-lo assim... Brilhante, iluminado de lágrimas.  Arrependimento não, mas como dói pensar naquilo que nasceu lá atrás, tão inocentemente, naquilo que se manteve constante quietinho, ali no canto, e que quando resolveu se mostrar novamente, encantou duas vidas.  Não consigo me expressar de outra maneira que não seja assim. Meu lado direto até quer falar, mas ele fica dentro do   peito e não consegue sair, lá tá muito apertado. 12/junho/2011",04098647530507555485,Lorena,0,
548014,8158535901321735647,1654787268939385004,2011-05-23T15:09:00-03:00,Quem sabe...,"Quem sabe Deus queira que eu conheça muita gente errada antes que conheça a pessoa certa, para que quando eu conhecer esta pessoa saiba estar agradecido.",11063763613243435321,Matt,0,
548015,2209996453853342695,1654787268939385004,2011-05-23T14:12:00-03:00,volta a rotina..,"Segunda feira volta à rotina, hoje já teve trabalho de matemática, atividade de historia, prova de biologia, e trabalho que vou começar a fazer agora, acho maior injustiça isso, já passo 6 horas na escola fazendo lição e eles ainda me mandam fazer lição fora da escola! #odeio!&nbsp;",11063763613243435321,Matt,0,
548054,9045227699212187060,165484053408566491,2011-07-07T22:55:00-03:00,Grande dúvida,"Deves duvidar profundamente, sempre e sempre, perguntando a ti mesmo o que poderia ser o sujeito que está ouvindo. Não preste atenção aos vários pensamentos ilusórios e ideias que possam te ocorrer. Apenas duvide mais, e mais profundamente, concentrando em você toda a força que há dentro de ti, sem mirar em coisa alguma e sem esperar nada em adiantado, sem pretender ser desperto e sem nem mesmo pretender não pretender ser desperto; torne-se como uma criança em teu próprio peito.Takasui, mestre zen (rinzai?) japonês, século XVIINão é interessante, a última frase?Dizem que para a prática do zen é preciso uma grande confiança/fé, uma grande dúvida e uma grande determinação. Hakuin é outro mestre rinzai que enfatiza a ""dúvida"", especialmente na prática com kōan.Nusuth, como diriam os handdaratas de Gethen.",06783455489358542906,Seigaku,0,"dúvida,Hakuin,koan,Takasui"
548102,6656510759694490038,1654905508148102762,2010-12-13T15:05:00-04:00,"Metallica, Sepultura e Angra confirmados - Rock in Rio","A banda Metallica foi a mais votada pelo público na pesquisa feita pelo Ibope sobre quem os brasileiros gostariam de ver no festival.O grupo de James Hetfield (voz e guitarra), Lars Ulrich (bateria), Kirk Hammett (guitarra) e Robert Trujilo (baixo), um dos mais influentes e populares da história do heavy metal, é o primeiro nome confirmado para tocar no terceiro dia do evento, voltado ao estilo metal. Eles dividirão o Palco Mundo com outros artistas que serão divulgados em breve.Também para o terceiro dia estão confirmadas as duas maiores bandas brasileiras de heavy metal:Sepultura e Angra. As duas são internacionalmente consagradas e apresentarão sucessos e novas composições, promovendo jam sessions no Palco Sunset.Como já é costume, cada dia do festival apresentará um estilo diferente predominante, consolidando a característica do festival de contar com atrações para todas as tribos. Então fiquem ligados que em breve divulgaremos aqui outros artistas confirmados em cada dia do Rock in Rio.",18283462840733405901,The Dark Wolf,0,
548254,2198090825962919830,1655141294164763005,2011-12-03T05:42:00-08:00,Silencie,"Quanto mais silencio mais compreendo...Quanto mais compreendo mais silencio.E este silenciar está para além do simples ato de parar de falar, deixar de se envolver em algo para não criar atritos, não entrar em discussões, não se comprometer. Não. Quem silencia não cria atritos porque vê de antemão ,sente compaixão. Essa é a lição que aprendi.Quem silencia já não se perde mais em seus labirintos mentais, ansiosos, angustiantes e conflitantes. Silêncio é compaixão. E compaixão é a mais profunda compreensão.No mar de diversidades mentais e conhecimentos temporais, diante da impermanência da vida, como afirmar ou ter certeza de algo? Diante da vida, apenas sentir será o caminho? Eu sinto que sim.O homem se apaixonou por conhecer e se fixou no pensar. E só pensando ele jamais conseguiu saber os segredos da vida para além da vida pensada, porque ele pensa e não sente a vida. Ele ainda não silenciou. Portanto ainda não compreendeu nada.Quando o homem sentir as cores da bela pintura contida na paisagem, a poesia no canto dos pássaros, o perfume essencial da vida nas flores, será livre e leve como as pequenas sementes que bailam por entre brisas sem direção. A sabedoria da vida me parece estar contida numa flor. Deixar as aflições e jogos mentais, das ansiedades por certezas e convicções. Das fixações nas verdades relativas do pensamento dos que se embrenharam em descobrir a vida através do pensamento. Muitos enlouqueceram. Angústias profundas viveram. Esse é o caminho mental e torturante que criamos. Onde só acreditamos em ilusões, puro produto mental.O homem sabe que as 'verdades' são relativas e porque então se fixa? Será por insegurança? E porque é inseguro? Talvez porque esteja preso em labirintos mentais...""Sente-se diante de uma flor, desarme-se. Neste momento de profunda reverência, sinta. No silêncio estabelecido descubra os segredos da vida contidos em suas pétalas, em suas cores, em suas formas e em seus aromas. O saber divino será revelado e serás Um com a vida."" Este foi o segredo que o silêncio me sussurrou.Rosa Barros",15572378562563456179,Rosa Barros,4,
548256,4534562287339356778,1655141294164763005,2011-12-02T08:21:00-08:00,Fluir...,"O meu negócio é fluir com a vida...Ser como um rio.Se me chega um novo conhecer , vou lá, espreito, reflito, sinto o que ressoa em meu coração. Sigo adiante, sou um rio e nada deve me prender a este conhecimento, sinto apenas sua essência, seu perfume. Não o prenderei, não armazenarei em mim para eu ficar resguardada diante dessa 'verdade'. Se me dizem que é divino , eu respeito, mas ainda não é o meu divino fruto da minha experiência interior. O caminho, a viagem, o fluir é em direção ao centro. Nós nos prendemos para ter seguranças , somos inseguros. Queremos viver cheios de convicções mesmo que sejam alheias. Isso preenche nosso vazio. Dizer simplesmente: ""Eu não sei."" Constrange o nosso ego e suas fantasias. Espero ser sempre aquela que não sabe e que passa, agradece mas sente que tudo é passageiro. Para quê se filiar, se prender, segurar, o que não nos pertence e é impermanente? O que realmente nos pertence é a alegria sentida em conhecer e não em reter. Simplesmente conhecer. Reter é perecer. Sigamos, pois que não há verdade absoluta em nada mas tudo tem uma verdade. E deve ser SENTIDA em nós, e não retida como base de sustentação para o nosso ego, que só deseja poder e reconhecimento. O ego, confuso, desconhece o Amor... Rosa Barros",15572378562563456179,Rosa Barros,0,
548334,154344899950242667,1655246584476991846,2010-11-30T03:34:00-08:00,Minhas mães e meu pai,"Sem grandes expectativas, fui ver ""Minhas mães e meu pai"". Vi vários comentários, alguns positivos, alguns negativos, isso me deixou curioso, e só. A premissa do filme chama atenção, por se tratar de uma minoria injustiçada: os homossexuais. Trata-se de um casal de lésbicas que tem dois filhos, do mesmo doador de esperma. Dezoito anos depois, os filhos decidem conhecer seu gerador. E esse é o começo do filme.Um filme desse gênero só podia dar certo com uma mulher na direção. Quem assume por aqui é a pouco conhecida, também roteirista,  Lisa Cholodenko, que deixa a película neutra, assim como o doador de esperma, interpretado por Mark Ruffalo, que não mostra nada de diferente do que ele ja mostrou em outros filmes. Agora, as mães, interpretadas por Juliane Moore e Annete Benning, merecem uma salva de aplausos.É dificil falar sobre ""Minhas mães e meu pai"", pois, mesmo sendo ""diferente"", se fossem usados casais tipicos (homem e mulher), a pelicula correria da mesma maneira. Acho que por isso o filme não tem tanto destaque, faltou alguma coisa. O mesmo acontece com o desfecho final do filme, que podia trazer alguns suspiros para a platéia, mas acaba caindo na mesmice de sempre.""Minhas mães e meu pai"" se mostra simples e correto, mas quando acaba, sentimos que faltou algo. Algo que podia ter feito toda a diferença, e talvez por isso, o filme acaba não sendo tão grande quanto deveria.Destaque para a trilha sonora, composta por MGMT, Cansei de ser sexy, David Bowie e muitos outros. ",06439796170486961487,@c_esar,1,Coluna do César
548369,4555528014517796272,165527901511781044,2010-05-05T14:43:00-07:00,"SAUDADES ETERNAS,MAMÃE!","


MAMÃE, ESTOU TÃO FELIZ

(Agnaldo Timóteo) 







Mamãe estou tão feliz

Porque voltei pra você

Alguma coisa me diz

Que hoje eu volto a viver

Penso feliz ao seu lado

Viver distante por que



Mamãe

Só pra você eu cantarei agora

Mamãe

A solidão foi para sempre embora



Essas palavras de amor

Que digo nesta canção

Creia mãezinha querida

Nascem no meu coração



Mamãe

A chama viva que me aquece é você

Toda minha vida

Eu só desejo ao seu lado viver



Sinto tremer sua mão

E a voz cansada falhar

Ao me fazer um carinho mamãe

Numa canção de ninar

Sua cabeça esta branca

Mais há luz em seu olhar



Mamãe

Só pra você eu cantarei agora

Mamãe

A solidão foi para sempre embora



Essas palavras de amor

Que digo nesta canção

Creia mãezinha querida

Nascem no meu coração



Mamãe",10329314424430582086,Rosângela,1,MÃE
548370,1821120517765192413,165527901511781044,2011-12-14T13:14:00-08:00,"PRA VOCÊ, MARCUS","Quanto vale a sua vida?Se não vale nada,então estão justificadas todas as loucuras vividas,todo tempo jogado fora,todo dinheiro desperdiçado...Será que não mais se lembra quando a gente pegava estrada rumo à praia com o carro lotado da alegria que as crianças traziam nos olhos,ou dos nossos almoços domingueiros, quando ao redor da mesa farta nos rendíamos ao prazer de estarmos juntos...Será que também não significou nada o dormir e acordar agarradinhos na mais pura preguiça das frias manhãs de inverno?Ensinar o Arthur andar de bicicleta,buscá-lo na escolinha de futebol...Admirar a beleza da Ana Alice ficando mocinha,já morrendo de ciúmes do príncipe que irá roubá-la de nós...
Impossível!!!!!!!!!!!!!Então,se mesmo que lá no fundo,essas lembranças tenham mexido com você,sua vida terá valido à pena.Agora ,se&nbsp; preciso for,você deve fortalecer sua vontade para conseguir driblar as adversidadesque se apresentam e permitir que outros gostosos momentos despontem no horizonte dessa nova fase de sua vida.
",10329314424430582086,Rosângela,0,QUANTO VALE A SUA VIDA?
548379,8142949179874753250,1655283440557329572,2012-02-17T05:59:00-08:00,Mimi e Palmon!,"












Mimi
e Palmon




Mimi se resume em apenas uma palavra: meiguice! Sem duvidas é uma das digiescolhidas mais amadas pelos fãs. Quando a garota colocou os pés no digimundo sua vontade só era voltar para sua confortável casa
fora de todos os perigos que estava esposta, odiava os Digimons por acharem
feios e maus, mas isso mudou com o passar do tempo,viu que nem todos eram
assim.
Mimi é uma garota muito doce e também muito linda, fazendo todos babarem por
ela até mesmo digimons, que sempre a convidam para sair mas claro que ela recusa
todos os convites.
a menina transborda inocência e sinceridade a ponto de magoar as pessoas a sua
volta&nbsp; sem querer gerando muitos
conflitos mas logo resolvidos.
Sua companheira Digimon é Palmon, um Digimon planta muito amável e bondosa, mas
também muito poderosa quando se trata de proteger seus amigos principalmente
Mimi.
quando a garota chega na ilha, encontra com uma Tanemon que rapidamente
digivolve para Palmon protegendo Mimi e os outros com sua Hera Venenosa e
brevemente na cidade dos brinquedos se transformando em Togemon, mais tarde com
todo caos em Odaiba quando Mimi chora lagrimas de sinceridade, Togemon
superdigivolve para a graciosa fada Lilimon, sem duvidas uma Digimon lindíssima
que deixa qualquer um admirado com sua beleza e sinuosidade sem falar no seu
coração cheio de luz e no seus poderes devastadores. Seu brasão é o da sinceridade.




Mimi Tachikawa




Tanemon



Tanemon



Palmon



Palmon



Palmon



Togemon




Togemon




Lilimon








Lilimon



""Mimi,&nbsp;você&nbsp;me ajudou a super digivolver com toda a sua&nbsp;inocência&nbsp;e eu quero muito cultivar isso então...""



♥





Bom.. é isso, espero que todos tenham gostado.

&nbsp; Te amamos Mimi e Palmon :')



&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Thiie Tsukino;",08952658426871953597,Thiie Tsukino,0,
