id,qual_o_sentimento_predominante_no_texto,qual_o_sentimento_predominante_no_texto:confidence,blog_id,blogid,comments,content,datetime,img,img_max_polarity_idx,img_max_polarity_val,labels,name,negemo,posemo,post_id,postid,relative_polarity,title,user_id,wc,what_is_the_sentiment_feeling_of_the_image,what_is_the_sentiment_feeling_of_the_imageconfidence
1755476921,2,1,,"1,65784551097721E+018",0,"Aquele que toda menina sonha encontrar...Ele não veio em um cavalo branco,E nem se vestia igual à corte,Veio flutuando em um sorrisoAcompanhado pelo tempo.Não trouxe jóias,Mas trouxe um tesouro o qual os mortais o conhecem como Amor.Meu Príncipe Encantado não mora em um castelo medieval,Mas trouxe uma moradia dentro de si,Onde estou a morar e viver.Ele não me acordou com um beijo,Mas me ressuscitou com um sorriso.Já estávamos prometidos um ao outro,Bem antes de nos conhecer...Não por causa de união prometida por famílias,Mas sim prometida pelo destino,Para que vivêssemos do tesouro mais preciosoExistente na face da Terra, o Amor...Encontrei meu destino,Encontrei o pedaço que faltava na minha alma e no meu coração.Encontrei o sonho de menina,E ele realizo...Ao lado do meu lindoPríncipe Encantado.",,http://3.bp.blogspot.com/-ygBGp1sTQoo/TadQwlDfR8I/AAAAAAAAAdo/SFOb4eI5pak/s1600/Encontrei%2Bmeu%2BPr%25C3%25ADncipe%2BEncantado.jpg,0,0.48364502,,Miho,4,11,,"6,47373840959152E+018",0.04487179487179487,Encontrei meu Príncipe Encantado,"1,48561710174295E+019",156,2,1
1755476922,2,1,,"1,65784551097721E+018",0,"e dizer que sentiu a sua falta. Provavelmente, ela vai entrar e sair de 10 em 10 segundos, até você a chamar. Ela também não vai ficar te ligando ou te mandando mensagens, mas, se ela responder às suas, considere-se sortudo. Ela não vai chegar e te abraçar na frente de todos os seus amigos, ela vai esperar que, no meio dessas conversas em grupo, você apenas passe o braço pelo ombro dela. Faça isso, e eu te garanto que ela não irá dormir de noite. Na hora da despedida, dê um beijo na testa dela, ou seja o último a largar o abraço. Enquanto ninguém estiver vendo, sussurre palavras ao ouvido dela, pegue na sua mão. Olhe para bem dentro dos olhos dela, eles estão brilhando, não estão? Não espere que ela diga que o ama. Ela não o fará. Provavelmente, ela vai te xingar e dizer que nunca conheceu alguém tão chato quanto você, e depois disso, ela rirá. Querido, se ela fizer isso, meus parabéns, você acaba de ganhar seu coração. =*",,http://2.bp.blogspot.com/-2Bp4fTVyJBw/TcAjpN2_HoI/AAAAAAAAAdw/kAylpAkJM4U/s1600/ela%2Bn%25C3%25A3o%2Bvai%2Bte%2Bchamar%2Bno%2Bmsn%2B%252C.jpg,0,0.48364502,,Miho,2,11,,"5,61426235618352E+018",0.04639175257731959,"ela não vai te chamar no msn ,","1,48561710174295E+019",194,2,1
1755476923,2,1,,"1,65814478996035E+018",0,"
A vida é aquilo que você faz dela, são os sorrisos que você deixa com as pessoas que você gosta, as lágrimas que escapam sem pedir permissão, os olhares que você libera, as palavras e ações que você emite.. não adianta esperar um dia melhor amanhã, e não fazer nada pra que ele o seja. Tudo depende de você, e de mais ninguém, a vida é sua , é seu momento, se você não der tudo de si e viver, ninguém vai poder fazer isso por você.",,http://2.bp.blogspot.com/_NlrVVqroQTE/TLdWa7Cs-7I/AAAAAAAAADA/75Mv6u6xBZo/s1600/tumblr_l8rnuux45K1qczgi2o1_500.jpg,0,0.48836052,,ϟ,2,6,,"4,09050977000628E+018",0.043478260869565216,,"5,54904201903799E+017",92,2,1
1755476924,2,1,,"1,60282666644013E+018",1,"Ola amores, tudo bem? :)
Ao fim de tanto tempo voltei. Desisti da Ana durante uns tempos porque bem, tenho um bébé para criar e não estava a conseguir em parte por causa da Ana e da Mia.
Gostava que me ajudassem com dietas, NF, qualquer coisa ( pleaaaaaaaaaaaaase :( ) &nbsp;porque ganhei peso (neste momento estou com 57.9kg) e preciso de perder peso EM BREVE!
Voltei com mais força e vontade do que nunca, fico à espera que me digam alguma coisa.

Beijinhos, Raquel.

( my fat face :x)",,http://4.bp.blogspot.com/-dg1ReLhxJKw/T3M8oC2qQrI/AAAAAAAAAL8/ELbCzUoVqGY/s1600/SAM_0674q.jpg,2,0.45677346,,raquel,3,9,,"5,89707215432258E+018",0.06741573033707865,I'm back :),"1,34791127524191E+019",89,2,0.6667
1755476925,1,0.643,,"1,6370163069434E+018",0,"Ola&nbsp;Ladies,

Sabe aquele dia que&nbsp;você&nbsp;não&nbsp;tem muito o que fazer em casa,&nbsp;então&nbsp;que tal utiliza-lo para ficar mais bela e relaxada.
Quer saber como,eh&nbsp;só&nbsp;seguir estas super dicas que vou passa agora:

1º Dica:

Retirar toda maquiagem existente na pele.

2º Dica:

Lavar o rosto com&nbsp;sabão&nbsp;neutro(pode ser aquele de coco que sua&nbsp;mãe&nbsp;utiliza para lavar roupas)Se&nbsp;você&nbsp;possui pele oleosa eh&nbsp;aconselhável&nbsp;que se lave o rosto pela manha e a noite,pois ajuda a diminuir a oleosidade.

3º Dica:

Fazer uma&nbsp;esfoliação&nbsp;na pele com mel e&nbsp;açúcar.
Pegue o&nbsp;açúcar&nbsp;coloque na&nbsp;mão&nbsp;com o mel misturado e passe na pele,tente passar como se estivesse desenhando&nbsp;círculos,sem muita força.&nbsp;Você&nbsp;pode fazer no rosto ou em qualquer parte do corpo.
Lave com&nbsp;água.


4º Dica:

Se&nbsp;você&nbsp;eh&nbsp;fã de mascaras de beleza pode utilizar produtos naturais para faze-las.
Ex:
Mascara de leite em&nbsp;pó&nbsp;com mel.

1 clara de ovo
1/2 colher de sopa de mel.
1/2colher de sopa de leite em&nbsp;pó.

Bata os ingredientes,aplique no rosto e deixe agir por 20 minutos.Enxague em&nbsp;água&nbsp;fria.
Enquanto espera que tal colocar sua musica preferida pra tocar,fechar o olhos e relaxar.
Esta mascara aumenta a firmeza de todos os tipos de pele pois o leite combina cobre,fosforo,&nbsp;manganês,&nbsp;magnésio&nbsp;e vitaminas A,B e C.


5º Dica:

Não deixar de utilizar todos os dias o protetor solar fator 30.

A&nbsp;esfoliação&nbsp;e a mascara pode ser feita ate uma vez por semana.

Parece besteira mais se&nbsp;você&nbsp;seguir estas dicas verá como sua pele ficará linda macia e sedosa,e o melhor,sem gastar fortunas com produtos de beleza manipulados e&nbsp;caríssimos.

Então&nbsp;eh isso minhas&nbsp;Ladies&nbsp;espero que gostem e que apos testar todas estas dicas mostrem a todos sua beleza natural.
",,http://4.bp.blogspot.com/-9a41QqiJBhk/TooHvO3VzOI/AAAAAAAAADE/hpBB-x0OKO8/s1600/page.jpg,2,0.44426066,,Lorena Hoffman.,2,19,,"2,79213620325719E+018",0.044736842105263165,Beleza Natural.,"6,44272733729361E+018",380,2,1
1755476926,2,1,,"1,65853682161873E+017",0,"Alice é bonita, vaidosa e popular. Finge ser mimada e sem coração, mas no fundo, ela só quer a atenção do pai.&nbsp; 
Finge ser uma menina mimada e sem coração. Muito preocupada com a beleza, está sempre com uma boa escova e um batom na bolsa. Possessiva, ciumenta, mandona, fiel, determinada e tem uma fé absoluta na verdade e na justiça. Para muitos poucos ela mostra seu eu de verdade. Alice é Rebelde e quando está sozinha, compões letras lindas que vão de encontro às melodias de Pedro. Alice também se apaixona por Pedro e também não gosta dessa emoção: acha o rapaz mal vestido e grosseiro. Busca o afeto do pai distante e é também uma líder natural: as meninas imitam o comportamento de Alice, querem sempre saber do que ela gosta ou do que ela não gosta. Alice segue em busca daquilo que acredita: uma vida de sucesso.

",,http://2.bp.blogspot.com/-ErPgE4XMg0k/TdQhskfGriI/AAAAAAAAAEU/z0WUQplVpz4/s1600/OQAAAAIs5tLo2o6mkY9dxdo5kBFA-4rV_KOQJSgunX4r7tf1Sets9JOeuOCh2AUl-WhME_oEJcDcqzKOYzSFN87CupAAm1T1UOB-MrOdXa5ftYFUgf0-8zL-VKZB.jpg,0,0.53402704,,RebeldeBr,4,21,,"6,61504250876913E+018",0.10559006211180123,Alice Albuquerque,"9,13635150140643E+018",161,2,1
1755476927,2,0.6966,,16244763,2,"



Sei que o título pode fazer parecer que vou falar de mim, mas desta vez deixarei a minha contumaz modéstia falar mais alto. Vou comentar aqui sobre o esporte que mais gosto: futebol.



Costumo acompanhar alguns campeonatos, como o brasileiro, o alemão, o inglês, o espanhol e o italiano. E estive refletindo acerca de qual o melhor time que já vi na minha vida. Hoje em dia já não tenho dúvida: o Barcelona [da era Guardiola] é, ao meu ver, o time mais incrível que já vi jogar na minha vida.



Este título era do meu Flamengo, do longíquo início dos anos 80 do século passado. Um timaço que contava com Zico, Leandro, Júnior, Mozer, Adílio, Andrade, Tita, entre outros bons nomes.&nbsp; Este time encheu meus olhos quando o vi pela primeira vez disputando uma tal de Libertadores da América, que eu nem sabia que importância tinha. O Flamengo, no ano de 1981, foi campeão, ao derrotar o Cobreloa, do Chile e derrotou, no mesmo ano, o temido Liverpool, na final do Interclubes. Mas deixemos o meu time de lado, por ora.



O Barcelona conquistou tudo que disputou na temporada 2008/2009. Mas o que o torna tão incrível não são somente as conquistas. Obviamente que elas vão se agregando com um trabalho bem feito; porém o que me chama a atenção é a forma como o Barcelona joga. Marcando sob pressão o adversário, já no campo de defesa do oponente, buscando a posse de bola, e quando a tem busca mantê-la sob seu domínio trocando passes curtos, fazendo inversões de jogo e, ainda, contando com a genialidade de Messi, que volta e meia ""apronta"" das suas e encanta os fãs do bom futebol.



É um time que prioriza o ataque, mas não se descuida na marcação, onde quase todos os jogadores, quando o time não tem a posse de bola, ajudam a ocupar os espaços e tentar recuperar a pelota o mais rápido possível. É um time que vale ser visto jogar, por praticar, como diria Luxemburgo, o futebol total!



Ah! Eu sou madridista, mas infelizmente tenho que dar o meu braço a torcer: o rival é mais time já há algum tempo!
",,http://4.bp.blogspot.com/_4cqRNfH0VXM/TLHoTcyX1CI/AAAAAAAAAXA/MDuZ38V5Mus/s1600/Barcelona+Campeao.jpg,2,0.54220575,"esportes,opinião",Nevson Caider,8,17,,"3,6186045991978E+018",0.022670025188916875,O MELHOR DE TODOS OS TEMPOS!!!,g116831581633816779952,397,2,1
1755476928,2,0.6053,,"1,65875305919093E+018",0,"
Há alguns meses, demos início em nossas igrejas em Piumhi e Vargem Bonita, a um ministério de estudo bíblico, com propósitos evangelísticos ou de discipulado, com as crianças.



Nossa filha Agnes recebendo seu certificado



Lorrayne recebendo seu certificado

O diferencial é que envolvemos as famílias neste processo. A responsabilidade ficou com os pais, que devem, semanalmente, separar um tempo para, junto com seus filhos, estudarem a Palavra de Deus.




Desta forma, além das crianças aprenderem a Bíblia e o evangelho, as famílias desfrutam de um tempo na presença do Senhor, o que é maravilhoso e, no fim, as crianças recebem um certificado de conclusão do curso.




Débora e eu começamos isso em nossa casa, com nossa filha Agnes e, visto que os resultados foram maravilhosos, decidimos compartilhar esta experiência com os irmãos e oferecer os estudos para as famílias que se interessassem. Graças a Deus, todos os pais aceitaram o desafio e, fielmente, estão fazendo os estudos com seus filhos.



Monyke recebendo seu certificado




Estamos usando um material que conhecemos quando estudávamos no
Seminário Batista Regular do Sul e servíamos na Igreja Batista Vitória durante os anos de 2001 a 2005, produzido pela irmã Elisangela Flak Moreira (Lica) e que era utilizado pelos seminaristas e membros da igreja naquela época. O primeiro, com foco mais evangelístico, em cinco lições, se chama ""Como Posso Ser Salvo?"" e o segundo, mais voltado para o discipulado, em quatro lições, se chama ""Pequeno Discípulo"" e todas as lições incluem versículos para memorização. Atualmente, estes estudos foram unificados, revistos, ampliados e lançados em formato de livreto em 10 lições, com o nome de ""Pequeno discípulo"" pela Editora Batista Regular, como pode ser visto neste link:&nbsp;Pequeno Discípulo - EBR




Louvamos a Deus pela oportunidade de pregar o evangelho de Jesus Cristo à nossas crianças, ensina-las nos santos caminhos do Senhor e inculcar em suas mentes e corações a Palavra de Deus.



Davi e Milainy recebendo seus certificados

Por fim, disponibilizo aqui TODAS as lições para quem se interessar em dar os estudos aso seus filhos ou as crianças de sua igreja, rua, bairro ou cidade.&nbsp;



Deus vos abençoe!
Pr. Luiz Miguel





<!-- Adsense -->


(adsbygoogle = window.adsbygoogle || []).push({});









&nbsp;




&nbsp;







&nbsp;






",,http://3.bp.blogspot.com/-l_bB1nARKU4/WHOaaxcPheI/AAAAAAAAAdY/NwujkxtX9qoaXihqfizNngXwr4osyJsjwCLcB/s1600/15209218_1260162100722327_2140275829_n.jpg,0,0.47801605,,Luiz Miguel de Souza Gianeli,3,16,,"8,57064936396698E+018",0.03217821782178218,Estudos Bíblicos para Crianças - Evangelísticos e Discipulados,g103432420142914777546,404,2,1
1755476929,2,1,,"1,65958315433244E+018",0,"''Construí amigos, enfrentei derrotas, venci obstáculos, bati na porta da vida e disse-lhe: Não tenho medo de vivê-la.''
Augusto Cury&nbsp;",,http://3.bp.blogspot.com/-7nr0kmO-BrQ/Twb_7qL6qpI/AAAAAAAAAUw/B2_FEYLiFk8/s1600/vida.jpg,0,0.43695465,,LARISSA ARAUJO,2,2,,"6,89150526630337E+018",0,Augusto Cury,"8,65704462552196E+018",25,2,1
1755476930,2,0.6697,,"1,65958315433244E+018",0,"Ame, apaixone-se, erre... Quantas vezes forem necessario...
Sorria, brinque,&nbsp;chore, sinta, sonhe, grite, viva!
O fim nem sempre é o final, a vida nem sempre é real, o passado nem  sempre passou, o presente nem sempre ficou, o hoje nem sempre é agora...
O tempo?&nbsp;&nbsp;&nbsp;&nbsp; O tempo não para! 
E ja q não para vamos comemorar nossas conquistas.. Não corra atras de  quem vc ama, a vida traz quem vc merece! Tudo que vai volta, e se n  voltar... Marca!",,http://2.bp.blogspot.com/-SV0nZnDcn20/TtIkgjN2WLI/AAAAAAAAAT8/7sSizjOi87w/s1600/page.jpg,0,0.48208237,,LARISSA ARAUJO,3,6,,"6,86959802244767E+018",0.034883720930232565,"Ame, apaixone-se, erre...","8,65704462552196E+018",86,2,1
1755476931,2,1,,"1,61178103300502E+018",0,"&nbsp;É galera, chegou 2011 faz 5 dias... e eu nem apareci por aqui ... Mas esse novo ano promete muito trabalho e dedicação. Com a grande revolução do mundo não podemos ficar parado, temos que nos tornar pessoas melhores, mais responsáveis, mais amorosas, mais dedicadas.. e acima de tudo dá valor as coisas simples.Que em 2011 possamos ser Felizes ao ponto de estarmos a todo momento com um sorriso no rosto, amar sem esperar ser amado, e buscar ser Amigo de Deus a todos os momentos..!
Feliz 2011 a Todos!&nbsp;

&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp; abigail miranda! ;* 
",,http://1.bp.blogspot.com/_ezzmivMiKgk/TSUVZ3y5iVI/AAAAAAAAADA/cDJgyg9FQZ0/s1600/imagens-feliz-2011.jpg,0,0.50885475,,Abigail Miranda,0,11,,"7,29233923644546E+018",0.08396946564885496,,"4,42032263096789E+018",131,2,0.6802
1755476932,1,0.6693,,"1,63717615672899E+018",2,"Colocar jornal&nbsp; em um balde com bastante agua&nbsp;c &nbsp;meio copo de vinagre&nbsp;e deixar no mínimo 24 horas de molho. Colocar em um liquidificador c bastante agua e liquidificar aos poucos para não forçar o aparelho. Depois de batido, escorrer&nbsp;em um saco de algodão e colocar numa bacia. Colocar cola cascorez extra até dar liga, escolher um molde de plastico maleável e ir colocando a massa c cuidado e carinho, alisando bem para ficar iniforme. Levar ao sol até que seque e saia da forma. Pintar com tinta de artesanato ou tinta acrilica. Envernizar caso deseje! Recicle ideias e &nbsp;hábitos",,http://2.bp.blogspot.com/_nuwOPm5EX6s/TDvYYOcgRrI/AAAAAAAAADE/XEbu8nuBFu0/s1600/papel+mache+061.jpg,2,0.50053316,,Wania Lage,1,7,,"7,50761386519919E+018",0.05263157894736842,Receita de papel machê - passo a passo,"1,05866962413534E+019",114,2,0.6693
1755476933,1,0.3663,,"1,62453251960918E+018",0,"

Nova fase de Malhação 2012/2013 inicio está semana &nbsp;com a despedida de Guilherme Prattes , que fazia Dinho em Malhação e Alice Wegmann que interpreta Lia inicia a nova fase com muito triste por ser traida pelo Dinho e ele ter ido embora.
Mas&nbsp;particularmente &nbsp;o final de Dinho esperava outra fecho, mas ta valendo parece que os novos personagem promete. Essa semana a atriz &nbsp;Alice Wegmann fez bastante gente chorarem ao interpretar &nbsp;Lia na despedida de Dinho parabéns a Alice que está fazendo um ótimo papel.


NÃO PERCAM DE SEGUNDA A SEXTA &nbsp;MALHAÇÃO!",,http://4.bp.blogspot.com/-dwiIcohJj4M/UQGlK2gGAUI/AAAAAAAAAJM/a9A85wc9SPA/s1600/alice-wegmann-lia-malhacao35469.jpg,2,0.54125553,,Michelin C@rneiro,2,4,,"6,05455756373642E+018",0.01904761904761905,NOVA FASE DE MALHAÇÃO!!,"1,47996164875349E+019",105,2,1
1755476934,2,0.6644,,"1,60038462714949E+018",1,"



Nessa vida que tive encontrei alguns caminhos por ai, caminhos vazios, sem rumo, sem destino, caminhos que quando olhado de longe parecem promissores, mas quando se entram nelas se vê que não tem nada a oferecer... A vida foi passando mais caminhos foram aparecendo uns cheguei caminhar outros só olhei e deixei pra lá’ Fui vivendo, aprendendo a ver cada um desses caminhos... as vezes entrava em um só para me divertir, mas logo via que não fazia sentido e que eram caminhos vazios.

Cheguei a pensar que nunca encontraria algum caminho que tivesse algo de verdade a me oferecer, algum sentido, algum destino...

&nbsp;Uma hora parei de me aventurar por esses caminhos tolos por ai, resolvi apenas andar em frente deixar meus pés me guiassem. Passei por outros lugares, vi pessoas novas, mas não as conheci, por que meus pés continuavam a caminhar, ate que um dia sem mais nem menos, eles me puseram em frente de um novo caminho, fiquei pensando “o que fazer?” cheguei a pensar por um momento que seria como os outros, mas algo me disse que não seria assim. Então por motivos de precaução revesti corpo e alma com muros... Mas de uma forma que não sei explicar minhas proteções foram por água abaixo. E o mais interessante de tudo isso é que gostei dessa queda dos muros.. Resolvi criar coragem e arriscar a trilhar por esse caminho que me encantou, fui aos poucos me aprofundando, indo alem, sem medo, sem receios... Fui caminhando e descobrindo um mundo no qual não imaginava existir. Me envolvi completamente por esse novo caminho, caminho que tomou conta da minha vida, caminho que depois que conheci não quis mais deixar. Caminho lindo, charmoso, encantador, caminho diferente, cheio de enigmas, caminho que por mais complicado que seja é o caminho que quero seguir. Nesse caminho encontrei tantas coisas: desejo, sonhos, carinhos, atenção, felicidade e amor. Encontrei tudo isso em um caminho que a vida me trouxe, um caminho com beleza, encanto, um caminho com jeito especial, cativante, envolvente... Caminho que possuem um nome. O seu.
",,http://4.bp.blogspot.com/-XQJhqdFxdhg/T6sWoLtTBdI/AAAAAAAAAg4/jIbXb8cHfvc/s1600/1254945947auto+estima+no+amor.jpg,2,0.44897434,caminho,Rebeca de Andrade,11,19,,"7,73354132968849E+018",0.0223463687150838,Você',"7,87721955207899E+018",358,2,1
